Top 5 Movie Recommendations for UserID: 223 ==>[Condition Red (1995)  Predicted Score: 4.016994206595713, Shadows (Cienie) (1988)  Predicted Score: 3.9677446421831712, The Courtyard (1995)  Predicted Score: 3.9677446421831712, Yankee Zulu (1994)  Predicted Score: 3.9677446421831712, Hostile Intentions (1994)  Predicted Score: 3.9677446421831712]
Top 5 Movie Recommendations for UserID: 224 ==>[King of New York (1990)  Predicted Score: 3.8122052997155675, Very Natural Thing, A (1974)  Predicted Score: 3.6090814673588185, Walk in the Sun, A (1945)  Predicted Score: 3.6090814673588185, Nobody Loves Me (Keiner liebt mich) (1994)  Predicted Score: 3.580842031730784, Penny Serenade (1941)  Predicted Score: 3.542873789030235]
Top 5 Movie Recommendations for UserID: 225 ==>[Very Natural Thing, A (1974)  Predicted Score: 5.0, Walk in the Sun, A (1945)  Predicted Score: 5.0, Delta of Venus (1994)  Predicted Score: 4.869794288871587, Death in Brunswick (1991)  Predicted Score: 4.864011605193931, Getting Away With Murder (1996)  Predicted Score: 4.839306330761111]
Top 5 Movie Recommendations for UserID: 226 ==>[Hugo Pool (1997)  Predicted Score: 4.850522098878093, Men of Means (1998)  Predicted Score: 4.724898017769381, Further Gesture, A (1996)  Predicted Score: 4.612734905346475, Mat' i syn (1997)  Predicted Score: 4.53219254976832, B. Monkey (1998)  Predicted Score: 4.53219254976832]
Top 5 Movie Recommendations for UserID: 227 ==>[Cyclo (1995)  Predicted Score: 4.187705654868424, Substance of Fire, The (1996)  Predicted Score: 4.078061469741522, Pushing Hands (1992)  Predicted Score: 4.046188741701792, Getting Away With Murder (1996)  Predicted Score: 4.031693599845808, Small Faces (1995)  Predicted Score: 4.031693599845808]
Top 5 Movie Recommendations for UserID: 228 ==>[I Don't Want to Talk About It (De eso no se habla) (1993)  Predicted Score: 5.0, Coldblooded (1995)  Predicted Score: 4.4000769937726565, Chairman of the Board (1998)  Predicted Score: 4.273177141167016, Ill Gotten Gains (1997)  Predicted Score: 4.1071232732729035, Butterfly Kiss (1995)  Predicted Score: 3.97253837146509]
Top 5 Movie Recommendations for UserID: 229 ==>[I Don't Want to Talk About It (De eso no se habla) (1993)  Predicted Score: 4.105403699414457, Very Natural Thing, A (1974)  Predicted Score: 4.0, Walk in the Sun, A (1945)  Predicted Score: 4.0, Reluctant Debutante, The (1958)  Predicted Score: 4.0, Substance of Fire, The (1996)  Predicted Score: 3.9217944365177906]
Top 5 Movie Recommendations for UserID: 230 ==>[Men of Means (1998)  Predicted Score: 5.0, Further Gesture, A (1996)  Predicted Score: 5.0, Mat' i syn (1997)  Predicted Score: 5.0, B. Monkey (1998)  Predicted Score: 5.0, Sliding Doors (1998)  Predicted Score: 5.0]
Top 5 Movie Recommendations for UserID: 231 ==>[Very Natural Thing, A (1974)  Predicted Score: 5.0, Walk in the Sun, A (1945)  Predicted Score: 5.0, Delta of Venus (1994)  Predicted Score: 4.4742195325148995, New York Cop (1996)  Predicted Score: 4.176007032928599, Carmen Miranda: Bananas Is My Business (1994)  Predicted Score: 4.136250057177917]
Top 5 Movie Recommendations for UserID: 232 ==>[I Don't Want to Talk About It (De eso no se habla) (1993)  Predicted Score: 4.303702080686768, Scream of Stone (Schrei aus Stein) (1991)  Predicted Score: 4.193768391990211, World of Apu, The (Apur Sansar) (1959)  Predicted Score: 4.177852731994951, C'est arriv� pr�s de chez vous (1992)  Predicted Score: 4.163659123235194, Reluctant Debutante, The (1958)  Predicted Score: 4.157189066235588]
Top 5 Movie Recommendations for UserID: 233 ==>[Hugo Pool (1997)  Predicted Score: 4.954826975221675, Letter From Death Row, A (1998)  Predicted Score: 4.76787791567908, Hush (1998)  Predicted Score: 4.762048980861147, Nightwatch (1997)  Predicted Score: 4.762048980861147, Men of Means (1998)  Predicted Score: 4.73361310393551]
Top 5 Movie Recommendations for UserID: 234 ==>[Death in Brunswick (1991)  Predicted Score: 3.5952790493471096, Mamma Roma (1962)  Predicted Score: 3.565166335401515, Aparajito (1956)  Predicted Score: 3.5132649969835663, Innocents, The (1961)  Predicted Score: 3.5085834543748518, They Made Me a Criminal (1939)  Predicted Score: 3.5044135722943857]
Top 5 Movie Recommendations for UserID: 235 ==>[Aiqing wansui (1994)  Predicted Score: 4.383980215175291, Chairman of the Board (1998)  Predicted Score: 4.380805807018102, Mirage (1995)  Predicted Score: 4.3742241513552536, Very Natural Thing, A (1974)  Predicted Score: 4.335193347152924, Walk in the Sun, A (1945)  Predicted Score: 4.335193347152924]
Top 5 Movie Recommendations for UserID: 236 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 5.0, Tokyo Fist (1995)  Predicted Score: 4.133814941985862, Star Kid (1997)  Predicted Score: 4.125403505647143, Further Gesture, A (1996)  Predicted Score: 4.124645490286618, Men of Means (1998)  Predicted Score: 4.078424161641865]
Top 5 Movie Recommendations for UserID: 237 ==>[Coldblooded (1995)  Predicted Score: 5.0, Turning, The (1992)  Predicted Score: 4.865272655917529, Truth or Consequences, N.M. (1997)  Predicted Score: 4.667383251998283, Johnny 100 Pesos (1993)  Predicted Score: 4.584818300095919, Office Killer (1997)  Predicted Score: 4.581335836226867]
Top 5 Movie Recommendations for UserID: 238 ==>[Cyclo (1995)  Predicted Score: 4.213130202017478, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.168227893602276, Substance of Fire, The (1996)  Predicted Score: 4.07644109160161, Death in Brunswick (1991)  Predicted Score: 4.0664319623884095, Hugo Pool (1997)  Predicted Score: 3.9165327776056196]
Top 5 Movie Recommendations for UserID: 239 ==>[Stranger, The (1994)  Predicted Score: 4.485414678281206, Aiqing wansui (1994)  Predicted Score: 4.459775854153334, Substance of Fire, The (1996)  Predicted Score: 4.453750272710573, Aparajito (1956)  Predicted Score: 4.442608431879782, All Things Fair (1996)  Predicted Score: 4.424777997104744]
Top 5 Movie Recommendations for UserID: 240 ==>[Shadows (Cienie) (1988)  Predicted Score: 5.000000000000001, The Courtyard (1995)  Predicted Score: 5.000000000000001, Yankee Zulu (1994)  Predicted Score: 5.000000000000001, Hostile Intentions (1994)  Predicted Score: 5.000000000000001, Tigrero: A Film That Was Never Made (1994)  Predicted Score: 5.000000000000001]
Top 5 Movie Recommendations for UserID: 241 ==>[They Made Me a Criminal (1939)  Predicted Score: 5.0, Very Natural Thing, A (1974)  Predicted Score: 5.0, Walk in the Sun, A (1945)  Predicted Score: 5.0, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 5.0, Mamma Roma (1962)  Predicted Score: 4.700708524386052]
Top 5 Movie Recommendations for UserID: 242 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 5.000000000000001, Shadows (Cienie) (1988)  Predicted Score: 5.0, The Courtyard (1995)  Predicted Score: 5.0, Coldblooded (1995)  Predicted Score: 5.0, Yankee Zulu (1994)  Predicted Score: 5.0]
Top 5 Movie Recommendations for UserID: 243 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.143180531181467, Letter From Death Row, A (1998)  Predicted Score: 4.112752071658918, Shopping (1994)  Predicted Score: 4.026225033283219, Nemesis 2: Nebula (1995)  Predicted Score: 4.026225033283219, Leading Man, The (1996)  Predicted Score: 4.021889504600778]
Top 5 Movie Recommendations for UserID: 244 ==>[Big Bang Theory, The (1994)  Predicted Score: 4.443886768738647, Other Voices, Other Rooms (1997)  Predicted Score: 4.443886768738647, I Don't Want to Talk About It (De eso no se habla) (1993)  Predicted Score: 4.321753383872828, Hugo Pool (1997)  Predicted Score: 4.275653335398003, Cyclo (1995)  Predicted Score: 4.238921991818451]
Top 5 Movie Recommendations for UserID: 245 ==>[Cyclo (1995)  Predicted Score: 4.0, Big Bang Theory, The (1994)  Predicted Score: 4.0, Other Voices, Other Rooms (1997)  Predicted Score: 4.0, Star Kid (1997)  Predicted Score: 4.0, Coldblooded (1995)  Predicted Score: 4.0]
Top 5 Movie Recommendations for UserID: 246 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.728010401344438, Hugo Pool (1997)  Predicted Score: 4.22744189563397, Hush (1998)  Predicted Score: 4.103391894945854, Nightwatch (1997)  Predicted Score: 4.103391894945854, Leading Man, The (1996)  Predicted Score: 3.949612318873277]
Top 5 Movie Recommendations for UserID: 247 ==>[All Things Fair (1996)  Predicted Score: 4.834064652049145, The Courtyard (1995)  Predicted Score: 4.830179127451558, Yankee Zulu (1994)  Predicted Score: 4.830179127451558, Hostile Intentions (1994)  Predicted Score: 4.830179127451558, Tigrero: A Film That Was Never Made (1994)  Predicted Score: 4.830179127451558]
Top 5 Movie Recommendations for UserID: 248 ==>[Coldblooded (1995)  Predicted Score: 4.061230700350297, Shopping (1994)  Predicted Score: 4.006116344718689, Nemesis 2: Nebula (1995)  Predicted Score: 4.006116344718689, Visitors, The (Visiteurs, Les) (1993)  Predicted Score: 3.954627237033305, Reluctant Debutante, The (1958)  Predicted Score: 3.9446206985814816]
Top 5 Movie Recommendations for UserID: 249 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.68381674499998, Cyclo (1995)  Predicted Score: 4.561142638795969, Marlene Dietrich: Shadow and Light (1996)   Predicted Score: 4.4962477756618355, Aiqing wansui (1994)  Predicted Score: 4.459891089144705, My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)  Predicted Score: 4.442595795108301]
Top 5 Movie Recommendations for UserID: 250 ==>[Pushing Hands (1992)  Predicted Score: 4.148844944984399, Mamma Roma (1962)  Predicted Score: 4.147405797152966, Shadows (Cienie) (1988)  Predicted Score: 4.146256858856981, The Courtyard (1995)  Predicted Score: 4.146256858856981, Yankee Zulu (1994)  Predicted Score: 4.146256858856981]
Top 5 Movie Recommendations for UserID: 251 ==>[Death in Brunswick (1991)  Predicted Score: 4.372271698165385, Very Natural Thing, A (1974)  Predicted Score: 4.3635035399224344, Walk in the Sun, A (1945)  Predicted Score: 4.3635035399224344, Sliding Doors (1998)  Predicted Score: 4.357648132130623, Pushing Hands (1992)  Predicted Score: 4.3452751627790125]
Top 5 Movie Recommendations for UserID: 252 ==>[Shadows (Cienie) (1988)  Predicted Score: 5.0, The Courtyard (1995)  Predicted Score: 5.0, Yankee Zulu (1994)  Predicted Score: 5.0, Hostile Intentions (1994)  Predicted Score: 5.0, Tigrero: A Film That Was Never Made (1994)  Predicted Score: 5.0]
Top 5 Movie Recommendations for UserID: 253 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 5.0, Walk in the Sun, A (1945)  Predicted Score: 4.445941016266582, Very Natural Thing, A (1974)  Predicted Score: 4.4459410162665804, Innocents, The (1961)  Predicted Score: 4.347949248319253, They Made Me a Criminal (1939)  Predicted Score: 4.340561858410044]
Top 5 Movie Recommendations for UserID: 254 ==>[King of New York (1990)  Predicted Score: 3.795825639209249, Very Natural Thing, A (1974)  Predicted Score: 3.5917420300655833, Walk in the Sun, A (1945)  Predicted Score: 3.5917420300655833, Legal Deceit (1997)  Predicted Score: 3.5630410777528625, Marlene Dietrich: Shadow and Light (1996)   Predicted Score: 3.5457640314946293]
Top 5 Movie Recommendations for UserID: 255 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.0, Visitors, The (Visiteurs, Les) (1993)  Predicted Score: 3.7723235034762417, Very Natural Thing, A (1974)  Predicted Score: 3.736384262789901, Walk in the Sun, A (1945)  Predicted Score: 3.736384262789901, Sliding Doors (1998)  Predicted Score: 3.385767346453278]
Top 5 Movie Recommendations for UserID: 256 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.569468874520365, Big Bang Theory, The (1994)  Predicted Score: 4.480662281219315, Other Voices, Other Rooms (1997)  Predicted Score: 4.480662281219315, Hugo Pool (1997)  Predicted Score: 4.451668663774207, New Age, The (1994)  Predicted Score: 4.415222767364478]
Top 5 Movie Recommendations for UserID: 257 ==>[Coldblooded (1995)  Predicted Score: 4.745984277425452, Reluctant Debutante, The (1958)  Predicted Score: 4.729746268600811, Cyclo (1995)  Predicted Score: 4.705752028393457, He Walked by Night (1948)  Predicted Score: 4.672798911243962, Death in Brunswick (1991)  Predicted Score: 4.588448719352994]
Top 5 Movie Recommendations for UserID: 258 ==>[All Things Fair (1996)  Predicted Score: 5.000000000000001, Aiqing wansui (1994)  Predicted Score: 5.0, Mamma Roma (1962)  Predicted Score: 5.0, Scream of Stone (Schrei aus Stein) (1991)  Predicted Score: 5.0, They Made Me a Criminal (1939)  Predicted Score: 4.999999999999999]
Top 5 Movie Recommendations for UserID: 259 ==>[Death in Brunswick (1991)  Predicted Score: 4.280348730143239, Substance of Fire, The (1996)  Predicted Score: 4.25717226735936, All Things Fair (1996)  Predicted Score: 4.2534346015858135, Mamma Roma (1962)  Predicted Score: 4.174147752095297, Cosi (1996)  Predicted Score: 4.166515053215444]
Top 5 Movie Recommendations for UserID: 260 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.539621862316485, Little City (1998)  Predicted Score: 4.326195183180085, Stranger, The (1994)  Predicted Score: 4.29712743270748, Sunchaser, The (1996)  Predicted Score: 4.296167217738412, War at Home, The (1996)  Predicted Score: 4.296167217738412]
Top 5 Movie Recommendations for UserID: 261 ==>[He Walked by Night (1948)  Predicted Score: 4.923099959868486, Glass Shield, The (1994)  Predicted Score: 4.82471789414199, Show, The (1995)  Predicted Score: 4.782993014104107, Pushing Hands (1992)  Predicted Score: 4.71196314783512, Sliding Doors (1998)  Predicted Score: 4.622794594514505]
Top 5 Movie Recommendations for UserID: 262 ==>[Very Natural Thing, A (1974)  Predicted Score: 3.6975416181865013, Walk in the Sun, A (1945)  Predicted Score: 3.6975416181865013, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 3.5852590507301305, Marlene Dietrich: Shadow and Light (1996)   Predicted Score: 3.5739642847732864, Death in Brunswick (1991)  Predicted Score: 3.5683328958680027]
Top 5 Movie Recommendations for UserID: 263 ==>[They Made Me a Criminal (1939)  Predicted Score: 4.39592175503243, Mirage (1995)  Predicted Score: 4.392492544967172, Spirits of the Dead (Tre passi nel delirio) (1968)  Predicted Score: 4.307875405833291, C'est arriv� pr�s de chez vous (1992)  Predicted Score: 4.299971775162809, Innocents, The (1961)  Predicted Score: 4.298041222106432]
Top 5 Movie Recommendations for UserID: 264 ==>[Mirage (1995)  Predicted Score: 4.747034698453271, Coldblooded (1995)  Predicted Score: 4.664711950478088, They Made Me a Criminal (1939)  Predicted Score: 4.623685585130416, Sweet Nothing (1995)  Predicted Score: 4.621803888276633, My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)  Predicted Score: 4.59350871237382]
Top 5 Movie Recommendations for UserID: 265 ==>[Further Gesture, A (1996)  Predicted Score: 4.352717210277491, Men of Means (1998)  Predicted Score: 4.3286015008198655, Coldblooded (1995)  Predicted Score: 4.318362598215878, Very Natural Thing, A (1974)  Predicted Score: 4.2311857909289, Walk in the Sun, A (1945)  Predicted Score: 4.2311857909289]
Top 5 Movie Recommendations for UserID: 266 ==>[Mamma Roma (1962)  Predicted Score: 4.185611114494149, They Made Me a Criminal (1939)  Predicted Score: 4.015954050839597, Shadows (Cienie) (1988)  Predicted Score: 4.0, The Courtyard (1995)  Predicted Score: 4.0, Condition Red (1995)  Predicted Score: 4.0]
Top 5 Movie Recommendations for UserID: 267 ==>[Death in Brunswick (1991)  Predicted Score: 4.712564994741651, Chairman of the Board (1998)  Predicted Score: 4.595717157532177, My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)  Predicted Score: 4.551220657354427, Cyclo (1995)  Predicted Score: 4.534452271039191, Marlene Dietrich: Shadow and Light (1996)   Predicted Score: 4.5262161886623815]
Top 5 Movie Recommendations for UserID: 268 ==>[Chairman of the Board (1998)  Predicted Score: 3.995240862641274, Death in Brunswick (1991)  Predicted Score: 3.9520967603388493, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 3.807217080427942, Substance of Fire, The (1996)  Predicted Score: 3.7437414162853457, Legal Deceit (1997)  Predicted Score: 3.7305234360224957]
Top 5 Movie Recommendations for UserID: 269 ==>[Further Gesture, A (1996)  Predicted Score: 4.216242105876076, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.2077704852738504, Hush (1998)  Predicted Score: 4.051295082939977, Nightwatch (1997)  Predicted Score: 4.051295082939977, Hugo Pool (1997)  Predicted Score: 3.894269539396258]
Top 5 Movie Recommendations for UserID: 270 ==>[Hush (1998)  Predicted Score: 4.732895158729377, Nightwatch (1997)  Predicted Score: 4.732895158729377, Death in Brunswick (1991)  Predicted Score: 4.668033629582002, Boys, Les (1997)  Predicted Score: 4.597623287203515, Coldblooded (1995)  Predicted Score: 4.592977869852407]
Top 5 Movie Recommendations for UserID: 271 ==>[Mirage (1995)  Predicted Score: 4.089099274366622, Cyclo (1995)  Predicted Score: 3.9873653706471113, Death in Brunswick (1991)  Predicted Score: 3.9673435133597676, Substance of Fire, The (1996)  Predicted Score: 3.9319742346455433, All Things Fair (1996)  Predicted Score: 3.9304075498593094]
Top 5 Movie Recommendations for UserID: 272 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 5.0, All Things Fair (1996)  Predicted Score: 4.714820442554018, Office Killer (1997)  Predicted Score: 4.681713502999814, Condition Red (1995)  Predicted Score: 4.662409661561394, King of New York (1990)  Predicted Score: 4.632838627920737]
Top 5 Movie Recommendations for UserID: 273 ==>[Reluctant Debutante, The (1958)  Predicted Score: 5.0, Saint of Fort Washington, The (1993)  Predicted Score: 4.529429790733624, He Walked by Night (1948)  Predicted Score: 4.380955891695636, Condition Red (1995)  Predicted Score: 4.297486550062631, Scream of Stone (Schrei aus Stein) (1991)  Predicted Score: 4.251802407507513]
Top 5 Movie Recommendations for UserID: 274 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 5.0, King of New York (1990)  Predicted Score: 4.811541851240651, Walk in the Sun, A (1945)  Predicted Score: 4.748228427966904, Very Natural Thing, A (1974)  Predicted Score: 4.748228427966903, Substance of Fire, The (1996)  Predicted Score: 4.717549262579109]
Top 5 Movie Recommendations for UserID: 275 ==>[Big Bang Theory, The (1994)  Predicted Score: 3.7005604138846184, Other Voices, Other Rooms (1997)  Predicted Score: 3.7005604138846184, Chairman of the Board (1998)  Predicted Score: 3.5696537243304296, Ballad of Narayama, The (Narayama Bushiko) (1958)  Predicted Score: 3.5548628637610546, King of New York (1990)  Predicted Score: 3.538971275434705]
Top 5 Movie Recommendations for UserID: 276 ==>[Mamma Roma (1962)  Predicted Score: 4.318606605201864, Mirage (1995)  Predicted Score: 4.259169494935288, Death in Brunswick (1991)  Predicted Score: 4.246315947023481, They Made Me a Criminal (1939)  Predicted Score: 4.190173463077589, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.168794199930961]
Top 5 Movie Recommendations for UserID: 277 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.584113946801137, Other Voices, Other Rooms (1997)  Predicted Score: 4.263217118055528, Big Bang Theory, The (1994)  Predicted Score: 4.263217118055528, Hush (1998)  Predicted Score: 4.203235358933441, Nightwatch (1997)  Predicted Score: 4.203235358933441]
Top 5 Movie Recommendations for UserID: 278 ==>[Walk in the Sun, A (1945)  Predicted Score: 5.0, Very Natural Thing, A (1974)  Predicted Score: 4.999999999999999, They Made Me a Criminal (1939)  Predicted Score: 4.898883854785377, Mamma Roma (1962)  Predicted Score: 4.875238442583277, Wings of Courage (1995)  Predicted Score: 4.844430214290323]
Top 5 Movie Recommendations for UserID: 279 ==>[Very Natural Thing, A (1974)  Predicted Score: 3.8912435584326115, Walk in the Sun, A (1945)  Predicted Score: 3.8912435584326115, Coldblooded (1995)  Predicted Score: 3.633419502794952, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 3.626822870932072, Aiqing wansui (1994)  Predicted Score: 3.615430787807557]
Top 5 Movie Recommendations for UserID: 280 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.578605006801518, Death in Brunswick (1991)  Predicted Score: 4.088990119356657, Mat' i syn (1997)  Predicted Score: 4.088069715301585, B. Monkey (1998)  Predicted Score: 4.088069715301585, Sliding Doors (1998)  Predicted Score: 4.088069715301585]
Top 5 Movie Recommendations for UserID: 281 ==>[All Things Fair (1996)  Predicted Score: 5.000000000000001, Aiqing wansui (1994)  Predicted Score: 5.0, Scream of Stone (Schrei aus Stein) (1991)  Predicted Score: 5.0, Someone Else's America (1995)  Predicted Score: 4.072525488878152, Nobody Loves Me (Keiner liebt mich) (1994)  Predicted Score: 4.052873382100616]
Top 5 Movie Recommendations for UserID: 282 ==>[They Made Me a Criminal (1939)  Predicted Score: 5.0, All Things Fair (1996)  Predicted Score: 5.0, Jupiter's Wife (1994)  Predicted Score: 4.494885087156479, Witness (1985)  Predicted Score: 4.478688339094476, Shadows (Cienie) (1988)  Predicted Score: 4.463541108135833]
Top 5 Movie Recommendations for UserID: 283 ==>[Someone Else's America (1995)  Predicted Score: 4.548936552124499, Mamma Roma (1962)  Predicted Score: 4.547493908263932, Substance of Fire, The (1996)  Predicted Score: 4.524837557897149, Witness (1985)  Predicted Score: 4.478339189951328, All Things Fair (1996)  Predicted Score: 4.448125651174939]
Top 5 Movie Recommendations for UserID: 284 ==>[Scream of Stone (Schrei aus Stein) (1991)  Predicted Score: 4.283804801969966, Getting Away With Murder (1996)  Predicted Score: 4.1852254538111335, Small Faces (1995)  Predicted Score: 4.1852254538111335, Mamma Roma (1962)  Predicted Score: 4.164785503240897, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.159571000296726]
Top 5 Movie Recommendations for UserID: 285 ==>[Hugo Pool (1997)  Predicted Score: 4.422686745574828, New Age, The (1994)  Predicted Score: 4.233357338174848, Nothing Personal (1995)  Predicted Score: 4.222826600123808, Brother's Kiss, A (1997)  Predicted Score: 4.222826600123808, Ripe (1996)  Predicted Score: 4.222826600123808]
Top 5 Movie Recommendations for UserID: 286 ==>[Mat' i syn (1997)  Predicted Score: 4.6629130913897185, B. Monkey (1998)  Predicted Score: 4.6629130913897185, Sliding Doors (1998)  Predicted Score: 4.6629130913897185, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.660661851242785, Hugo Pool (1997)  Predicted Score: 4.596864658305623]
Top 5 Movie Recommendations for UserID: 287 ==>[Death in Brunswick (1991)  Predicted Score: 4.634409208412142, Substance of Fire, The (1996)  Predicted Score: 4.63296117831053, They Made Me a Criminal (1939)  Predicted Score: 4.585724448869011, Mirage (1995)  Predicted Score: 4.5675524209272504, Daniel Defoe's Robinson Crusoe (1996)  Predicted Score: 4.556060669586267]
Top 5 Movie Recommendations for UserID: 288 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.530815549304531, Bent (1997)  Predicted Score: 4.347549103142972, Office Killer (1997)  Predicted Score: 4.3295645586519775, Big Bang Theory, The (1994)  Predicted Score: 4.305314167491311, Other Voices, Other Rooms (1997)  Predicted Score: 4.30531416749131]
Top 5 Movie Recommendations for UserID: 289 ==>[Hugo Pool (1997)  Predicted Score: 4.0, Sliding Doors (1998)  Predicted Score: 4.0, Mighty, The (1998)  Predicted Score: 4.0, Shadows (Cienie) (1988)  Predicted Score: 4.0, The Courtyard (1995)  Predicted Score: 4.0]
Top 5 Movie Recommendations for UserID: 290 ==>[Chairman of the Board (1998)  Predicted Score: 3.916223932625874, Legal Deceit (1997)  Predicted Score: 3.861259151493295, Cyclo (1995)  Predicted Score: 3.8589891883135197, Ill Gotten Gains (1997)  Predicted Score: 3.7719066045784104, King of New York (1990)  Predicted Score: 3.7467314948066393]
Top 5 Movie Recommendations for UserID: 291 ==>[Big Bang Theory, The (1994)  Predicted Score: 5.000000000000001, Other Voices, Other Rooms (1997)  Predicted Score: 5.000000000000001, Chairman of the Board (1998)  Predicted Score: 4.555187511774464, Death in Brunswick (1991)  Predicted Score: 4.472191834999206, King of New York (1990)  Predicted Score: 4.463731697654298]
Top 5 Movie Recommendations for UserID: 292 ==>[Substance of Fire, The (1996)  Predicted Score: 4.569905569476803, Aiqing wansui (1994)  Predicted Score: 4.567821680640648, Condition Red (1995)  Predicted Score: 4.558752027640167, Reluctant Debutante, The (1958)  Predicted Score: 4.547364539100253, The Deadly Cure (1996)  Predicted Score: 4.535195814299476]
Top 5 Movie Recommendations for UserID: 293 ==>[Mamma Roma (1962)  Predicted Score: 3.7624927219530386, Cyclo (1995)  Predicted Score: 3.716516365535362, Death in Brunswick (1991)  Predicted Score: 3.7000894860472835, Aiqing wansui (1994)  Predicted Score: 3.6528087474161213, Substance of Fire, The (1996)  Predicted Score: 3.631397787098765]
Top 5 Movie Recommendations for UserID: 294 ==>[Shadows (Cienie) (1988)  Predicted Score: 4.806211324442507, The Courtyard (1995)  Predicted Score: 4.806211324442507, Yankee Zulu (1994)  Predicted Score: 4.806211324442507, Hostile Intentions (1994)  Predicted Score: 4.806211324442507, Tigrero: A Film That Was Never Made (1994)  Predicted Score: 4.806211324442507]
Top 5 Movie Recommendations for UserID: 295 ==>[Letter From Death Row, A (1998)  Predicted Score: 4.96030557410148, Death in Brunswick (1991)  Predicted Score: 4.7026051834570906, Substance of Fire, The (1996)  Predicted Score: 4.666635471785354, Sexual Life of the Belgians, The (1994)  Predicted Score: 4.612663024148939, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.591362711785262]
Top 5 Movie Recommendations for UserID: 296 ==>[Mamma Roma (1962)  Predicted Score: 4.686945008267297, Spirits of the Dead (Tre passi nel delirio) (1968)  Predicted Score: 4.672674512583873, Sliding Doors (1998)  Predicted Score: 4.650725830218056, Death in Brunswick (1991)  Predicted Score: 4.646116909570337, The Courtyard (1995)  Predicted Score: 4.6453601631195625]
Top 5 Movie Recommendations for UserID: 297 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.2844490701027835, Ballad of Narayama, The (Narayama Bushiko) (1958)  Predicted Score: 3.9872216586189766, Cyclo (1995)  Predicted Score: 3.8956969258158485, Convent, The (Convento, O) (1995)  Predicted Score: 3.8659133433916124, Walk in the Sun, A (1945)  Predicted Score: 3.8639088405464808]
Top 5 Movie Recommendations for UserID: 298 ==>[Hugo Pool (1997)  Predicted Score: 4.564977720474293, Sliding Doors (1998)  Predicted Score: 4.380247115116602, Legal Deceit (1997)  Predicted Score: 4.2998282273329735, They Made Me a Criminal (1939)  Predicted Score: 4.287818275794434, Crossfire (1947)  Predicted Score: 4.25777602171402]
Top 5 Movie Recommendations for UserID: 299 ==>[Stranger, The (1994)  Predicted Score: 3.844080392899949, Cyclo (1995)  Predicted Score: 3.843458455109643, All Things Fair (1996)  Predicted Score: 3.8163696565387792, Marlene Dietrich: Shadow and Light (1996)   Predicted Score: 3.8061264298147197, Death in Brunswick (1991)  Predicted Score: 3.7899799021261598]
Top 5 Movie Recommendations for UserID: 300 ==>[Naked in New York (1994)  Predicted Score: 4.342109220843703, You So Crazy (1994)  Predicted Score: 4.2941869031479785, Paris, France (1993)  Predicted Score: 4.173116763367646, Horse Whisperer, The (1998)  Predicted Score: 4.172067227999581, Office Killer (1997)  Predicted Score: 4.159078240618724]
Top 5 Movie Recommendations for UserID: 301 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.334787465229083, Chairman of the Board (1998)  Predicted Score: 4.228213573979102, Further Gesture, A (1996)  Predicted Score: 4.153041593347361, Legal Deceit (1997)  Predicted Score: 4.124103657192136, Men of Means (1998)  Predicted Score: 4.114094316143]
